environment,seed,planner,factor,factor_level,robot_radius,obstacle_density_scale,obstacle_size_scale,friction_scale,energy_weight,obstacle_count_scale,success,total_path_cost,path_length,time_to_goal,energy_consumption,obstacle_interactions,pushed_obstacles,unique_pushed_obstacles,secondary_obstacle_movements,moved_obstacles,initial_obstacle_count
dense_barrier,17,beacon_human_like,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,True,22.8684,22.8684,34,22.8684,0,0,0,0,0,37
dense_barrier,17,dstar_lite,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,True,22.3137,22.3137,19,22.3137,3,0,0,0,0,37
dense_barrier,17,bug1,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,bug2,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,beacon_human_like,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,True,22.8684,22.8684,34,22.8684,0,0,0,0,0,37
dense_barrier,17,dstar_lite,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,True,22.3137,22.3137,19,22.3137,3,0,0,0,0,37
dense_barrier,17,bug1,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,bug2,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,beacon_human_like,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,True,22.8684,22.8684,34,22.8684,0,0,0,0,0,37
dense_barrier,17,dstar_lite,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,True,22.3137,22.3137,19,22.3137,3,0,0,0,0,37
dense_barrier,17,bug1,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,bug2,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,beacon_human_like,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,True,22.8684,22.8684,34,22.8684,0,0,0,0,0,37
dense_barrier,17,dstar_lite,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,True,22.3137,22.3137,19,22.3137,3,0,0,0,0,37
dense_barrier,17,bug1,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,bug2,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,beacon_human_like,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,True,22.8684,22.8684,34,22.8684,0,0,0,0,0,37
dense_barrier,17,dstar_lite,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,True,22.3137,22.3137,19,22.3137,2,0,0,0,0,26
dense_barrier,17,bug1,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,False,0.0,0.0,0,0.0,0,0,0,0,0,26
dense_barrier,17,bug2,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,False,0.0,0.0,0,0.0,0,0,0,0,0,26
dense_barrier,17,beacon_human_like,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,True,22.8684,22.8684,34,22.8684,0,0,0,0,0,26
dense_barrier,17,dstar_lite,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,True,22.3137,22.3137,19,22.3137,3,0,0,0,0,48
dense_barrier,17,bug1,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,False,0.0,0.0,0,0.0,0,0,0,0,0,48
dense_barrier,17,bug2,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,False,0.0,0.0,0,0.0,0,0,0,0,0,48
dense_barrier,17,beacon_human_like,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,True,22.8684,22.8684,34,22.8684,0,0,0,0,0,48
chain_reaction,18,dstar_lite,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,True,24.6274,24.6274,18,24.6274,1,0,0,0,0,21
chain_reaction,18,bug1,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,bug2,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,beacon_human_like,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,True,24.9889,24.9889,32,24.9889,0,0,0,0,0,21
chain_reaction,18,dstar_lite,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,True,24.6274,24.6274,18,24.6274,1,0,0,0,0,21
chain_reaction,18,bug1,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,bug2,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,beacon_human_like,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,True,24.6375,24.6375,31,24.6375,0,0,0,0,0,21
chain_reaction,18,dstar_lite,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,True,25.2132,25.2132,19,25.2132,2,0,0,0,0,21
chain_reaction,18,bug1,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,bug2,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,beacon_human_like,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,True,26.1889,26.1889,34,26.1889,0,0,0,0,0,21
chain_reaction,18,dstar_lite,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,True,24.6274,24.6274,18,24.6274,1,0,0,0,0,21
chain_reaction,18,bug1,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,bug2,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,beacon_human_like,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,True,24.9889,24.9889,32,24.9889,0,0,0,0,0,21
chain_reaction,18,dstar_lite,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,True,24.6274,24.6274,18,24.6274,1,0,0,0,0,21
chain_reaction,18,bug1,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,bug2,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,beacon_human_like,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,True,24.9889,24.9889,32,24.9889,0,0,0,0,0,21
chain_reaction,18,dstar_lite,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,True,24.6274,24.6274,18,24.6274,1,0,0,0,0,21
chain_reaction,18,bug1,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,bug2,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,beacon_human_like,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,True,24.6375,24.6375,31,24.6375,0,0,0,0,0,21
chain_reaction,18,dstar_lite,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,True,25.2132,25.2132,19,25.2132,2,0,0,0,0,21
chain_reaction,18,bug1,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,bug2,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,beacon_human_like,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,True,24.9889,24.9889,32,24.9889,0,0,0,0,0,21
chain_reaction,18,dstar_lite,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,True,24.6274,24.6274,18,24.6274,1,0,0,0,0,21
chain_reaction,18,bug1,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,bug2,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,beacon_human_like,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,True,24.9889,24.9889,32,24.9889,0,0,0,0,0,21
chain_reaction,18,dstar_lite,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,True,24.6274,24.6274,18,24.6274,1,0,0,0,0,21
chain_reaction,18,bug1,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,bug2,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,beacon_human_like,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,True,24.9889,24.9889,32,24.9889,0,0,0,0,0,21
chain_reaction,18,dstar_lite,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,True,24.6274,24.6274,18,24.6274,1,0,0,0,0,21
chain_reaction,18,bug1,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,bug2,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,beacon_human_like,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,True,24.9889,24.9889,32,24.9889,0,0,0,0,0,21
chain_reaction,18,dstar_lite,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,True,24.6274,24.6274,18,24.6274,1,0,0,0,0,21
chain_reaction,18,bug1,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,bug2,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,21
chain_reaction,18,beacon_human_like,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,True,24.9889,24.9889,32,24.9889,0,0,0,0,0,21
chain_reaction,18,dstar_lite,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,True,24.6274,24.6274,18,24.6274,1,0,0,0,0,15
chain_reaction,18,bug1,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,False,0.0,0.0,0,0.0,0,0,0,0,0,15
chain_reaction,18,bug2,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,False,0.0,0.0,0,0.0,0,0,0,0,0,15
chain_reaction,18,beacon_human_like,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,True,24.9889,24.9889,32,24.9889,0,0,0,0,0,15
chain_reaction,18,dstar_lite,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,True,24.6274,24.6274,18,24.6274,1,0,0,0,0,27
chain_reaction,18,bug1,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,False,0.0,0.0,0,0.0,0,0,0,0,0,27
chain_reaction,18,bug2,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,False,0.0,0.0,0,0.0,0,0,0,0,0,27
chain_reaction,18,beacon_human_like,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,True,24.9889,24.9889,32,24.9889,0,0,0,0,0,27
mixed_materials,19,dstar_lite,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,32
mixed_materials,19,bug1,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,bug2,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,beacon_human_like,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,True,26.7546,26.7546,34,26.7546,0,0,0,0,0,32
mixed_materials,19,dstar_lite,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,32
mixed_materials,19,bug1,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,bug2,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,beacon_human_like,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,True,26.4032,26.4032,33,26.4032,0,0,0,0,0,32
mixed_materials,19,dstar_lite,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,32
mixed_materials,19,bug1,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,bug2,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,beacon_human_like,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,True,27.809,27.809,37,27.809,0,0,0,0,0,32
mixed_materials,19,dstar_lite,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,32
mixed_materials,19,bug1,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,bug2,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,beacon_human_like,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,True,26.7546,26.7546,34,26.7546,0,0,0,0,0,32
mixed_materials,19,dstar_lite,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,32
mixed_materials,19,bug1,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,bug2,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,beacon_human_like,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,True,26.7546,26.7546,34,26.7546,0,0,0,0,0,32
mixed_materials,19,dstar_lite,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,32
mixed_materials,19,bug1,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,bug2,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,beacon_human_like,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,True,26.4032,26.4032,33,26.4032,0,0,0,0,0,32
mixed_materials,19,dstar_lite,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,32
mixed_materials,19,bug1,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,bug2,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,beacon_human_like,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,True,27.4576,27.4576,36,27.4576,0,0,0,0,0,32
mixed_materials,19,dstar_lite,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,32
mixed_materials,19,bug1,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,bug2,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,beacon_human_like,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,True,26.7546,26.7546,34,26.7546,0,0,0,0,0,32
mixed_materials,19,dstar_lite,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,32
mixed_materials,19,bug1,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,bug2,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,beacon_human_like,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,True,26.7546,26.7546,34,26.7546,0,0,0,0,0,32
mixed_materials,19,dstar_lite,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,32
mixed_materials,19,bug1,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,bug2,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,beacon_human_like,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,True,26.7546,26.7546,34,26.7546,0,0,0,0,0,32
mixed_materials,19,dstar_lite,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,32
mixed_materials,19,bug1,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,bug2,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,32
mixed_materials,19,beacon_human_like,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,True,26.7546,26.7546,34,26.7546,0,0,0,0,0,32
mixed_materials,19,dstar_lite,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,22
mixed_materials,19,bug1,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,False,0.0,0.0,0,0.0,0,0,0,0,0,22
mixed_materials,19,bug2,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,False,0.0,0.0,0,0.0,0,0,0,0,0,22
mixed_materials,19,beacon_human_like,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,True,26.0517,26.0517,32,26.0517,0,0,0,0,0,22
mixed_materials,19,dstar_lite,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,True,26.6274,26.6274,20,26.6274,3,0,0,0,0,42
mixed_materials,19,bug1,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,False,0.0,0.0,0,0.0,0,0,0,0,0,42
mixed_materials,19,bug2,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,False,0.0,0.0,0,0.0,0,0,0,0,0,42
mixed_materials,19,beacon_human_like,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,True,28.512,28.512,39,28.512,0,0,0,0,0,42
