environment,seed,planner,factor,factor_level,robot_radius,obstacle_density_scale,obstacle_size_scale,friction_scale,energy_weight,obstacle_count_scale,success,total_path_cost,path_length,time_to_goal,energy_consumption,obstacle_interactions,pushed_obstacles,unique_pushed_obstacles,secondary_obstacle_movements,moved_obstacles,initial_obstacle_count
open_room,14,beacon_human_like,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,True,25.4558,25.4558,30,25.4558,0,0,0,0,0,8
open_room,14,dstar_lite,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug1,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug2,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,beacon_human_like,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,True,25.8073,25.8073,31,25.8073,0,0,0,0,0,8
open_room,14,dstar_lite,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug1,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug2,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,beacon_human_like,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,True,25.3487,25.3487,30,25.3487,0,0,0,0,0,8
open_room,14,dstar_lite,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug1,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug2,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,beacon_human_like,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,True,25.3487,25.3487,30,25.3487,0,0,0,0,0,8
open_room,14,dstar_lite,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug1,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug2,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,beacon_human_like,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,True,25.4558,25.4558,30,25.4558,0,0,0,0,0,8
open_room,14,dstar_lite,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug1,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug2,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,beacon_human_like,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,True,25.8073,25.8073,31,25.8073,0,0,0,0,0,8
open_room,14,dstar_lite,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug1,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug2,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,beacon_human_like,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,True,25.3487,25.3487,30,25.3487,0,0,0,0,0,8
open_room,14,dstar_lite,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug1,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug2,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,beacon_human_like,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,True,25.3487,25.3487,30,25.3487,0,0,0,0,0,8
open_room,14,dstar_lite,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug1,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug2,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,beacon_human_like,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,True,25.3487,25.3487,30,25.3487,0,0,0,0,0,8
open_room,14,dstar_lite,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug1,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,bug2,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,8
open_room,14,beacon_human_like,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,True,25.3487,25.3487,30,25.3487,0,0,0,0,0,8
open_room,14,dstar_lite,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,6
open_room,14,bug1,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,6
open_room,14,bug2,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,True,25.4558,25.4558,18,25.4558,0,0,0,0,0,6
open_room,14,beacon_human_like,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,True,25.3487,25.3487,30,25.3487,0,0,0,0,0,6
open_room,14,dstar_lite,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,10
open_room,14,bug1,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,False,0.0,0.0,0,0.0,0,0,0,0,0,10
open_room,14,bug2,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,False,0.0,0.0,0,0.0,0,0,0,0,0,10
open_room,14,beacon_human_like,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,True,26.0517,26.0517,32,26.0517,0,0,0,0,0,10
corridor,15,dstar_lite,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,True,22.7279,22.7279,19,22.7279,2,0,0,0,0,36
corridor,15,bug1,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,True,24.7279,24.7279,21,24.7279,2,0,0,0,0,36
corridor,15,bug2,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,False,6.6569,6.6569,5,6.6569,2,0,0,0,0,36
corridor,15,beacon_human_like,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,True,25.2025,25.2025,37,25.2025,0,0,0,0,0,36
corridor,15,dstar_lite,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,True,22.7279,22.7279,19,22.7279,2,0,0,0,0,36
corridor,15,bug1,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,True,24.7279,24.7279,21,24.7279,2,0,0,0,0,36
corridor,15,bug2,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,False,6.6569,6.6569,5,6.6569,2,0,0,0,0,36
corridor,15,beacon_human_like,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,True,25.2025,25.2025,37,25.2025,0,0,0,0,0,36
corridor,15,dstar_lite,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,True,22.7279,22.7279,19,22.7279,2,0,0,0,0,36
corridor,15,bug1,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,True,24.7279,24.7279,21,24.7279,2,0,0,0,0,36
corridor,15,bug2,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,False,6.6569,6.6569,5,6.6569,2,0,0,0,0,36
corridor,15,beacon_human_like,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,True,26.051,26.051,38,26.051,0,0,0,0,0,36
corridor,15,dstar_lite,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,True,22.7279,22.7279,19,22.7279,2,0,0,0,0,36
corridor,15,bug1,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,True,24.7279,24.7279,21,24.7279,2,0,0,0,0,36
corridor,15,bug2,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,False,6.6569,6.6569,5,6.6569,2,0,0,0,0,36
corridor,15,beacon_human_like,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,True,25.2025,25.2025,37,25.2025,0,0,0,0,0,36
corridor,15,dstar_lite,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,True,22.7279,22.7279,19,22.7279,2,0,0,0,0,36
corridor,15,bug1,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,True,24.7279,24.7279,21,24.7279,2,0,0,0,0,36
corridor,15,bug2,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,False,6.6569,6.6569,5,6.6569,2,0,0,0,0,36
corridor,15,beacon_human_like,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,True,25.2025,25.2025,37,25.2025,0,0,0,0,0,36
corridor,15,dstar_lite,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,True,22.7279,22.7279,19,22.7279,2,0,0,0,0,36
corridor,15,bug1,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,True,24.7279,24.7279,21,24.7279,2,0,0,0,0,36
corridor,15,bug2,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,False,6.6569,6.6569,5,6.6569,2,0,0,0,0,36
corridor,15,beacon_human_like,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,True,25.2025,25.2025,37,25.2025,0,0,0,0,0,36
corridor,15,dstar_lite,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,True,22.7279,22.7279,19,22.7279,2,0,0,0,0,36
corridor,15,bug1,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,True,24.7279,24.7279,21,24.7279,2,0,0,0,0,36
corridor,15,bug2,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,False,6.6569,6.6569,5,6.6569,2,0,0,0,0,36
corridor,15,beacon_human_like,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,True,26.051,26.051,38,26.051,0,0,0,0,0,36
corridor,15,dstar_lite,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,True,22.7279,22.7279,19,22.7279,2,0,0,0,0,36
corridor,15,bug1,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,True,24.7279,24.7279,21,24.7279,2,0,0,0,0,36
corridor,15,bug2,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,False,6.6569,6.6569,5,6.6569,2,0,0,0,0,36
corridor,15,beacon_human_like,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,True,25.2025,25.2025,37,25.2025,0,0,0,0,0,36
corridor,15,dstar_lite,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,True,22.7279,22.7279,19,22.7279,2,0,0,0,0,36
corridor,15,bug1,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,True,24.7279,24.7279,21,24.7279,2,0,0,0,0,36
corridor,15,bug2,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,False,6.6569,6.6569,5,6.6569,2,0,0,0,0,36
corridor,15,beacon_human_like,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,True,25.2025,25.2025,37,25.2025,0,0,0,0,0,36
corridor,15,dstar_lite,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,True,22.7279,22.7279,19,22.7279,2,0,0,0,0,36
corridor,15,bug1,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,True,24.7279,24.7279,21,24.7279,2,0,0,0,0,36
corridor,15,bug2,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,False,6.6569,6.6569,5,6.6569,2,0,0,0,0,36
corridor,15,beacon_human_like,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,True,25.2025,25.2025,37,25.2025,0,0,0,0,0,36
corridor,15,dstar_lite,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,True,22.7279,22.7279,19,22.7279,2,0,0,0,0,36
corridor,15,bug1,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,True,24.7279,24.7279,21,24.7279,2,0,0,0,0,36
corridor,15,bug2,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,False,6.6569,6.6569,5,6.6569,2,0,0,0,0,36
corridor,15,beacon_human_like,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,True,25.2025,25.2025,37,25.2025,0,0,0,0,0,36
corridor,15,dstar_lite,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,True,22.7279,22.7279,19,22.7279,2,0,0,0,0,25
corridor,15,bug1,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,True,24.7279,24.7279,21,24.7279,2,0,0,0,0,25
corridor,15,bug2,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,False,0.0,0.0,0,0.0,0,0,0,0,0,25
corridor,15,beacon_human_like,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,True,23.2995,23.2995,33,23.2995,0,0,0,0,0,25
corridor,15,dstar_lite,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,True,22.7279,22.7279,19,22.7279,3,0,0,0,0,47
corridor,15,bug1,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,False,0.0,0.0,0,0.0,0,0,0,0,0,47
corridor,15,bug2,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,False,0.0,0.0,0,0.0,0,0,0,0,0,47
corridor,15,beacon_human_like,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,True,25.2025,25.2025,37,25.2025,0,0,0,0,0,47
cluttered,16,dstar_lite,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,27
cluttered,16,bug1,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,bug2,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,beacon_human_like,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,True,27.4576,27.4576,36,27.4576,0,0,0,0,0,27
cluttered,16,dstar_lite,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,27
cluttered,16,bug1,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,bug2,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,beacon_human_like,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,True,25.7002,25.7002,31,25.7002,0,0,0,0,0,27
cluttered,16,dstar_lite,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,27
cluttered,16,bug1,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,bug2,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,beacon_human_like,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,True,27.4576,27.4576,36,27.4576,0,0,0,0,0,27
cluttered,16,dstar_lite,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,27
cluttered,16,bug1,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,bug2,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,beacon_human_like,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,True,27.4576,27.4576,36,27.4576,0,0,0,0,0,27
cluttered,16,dstar_lite,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,27
cluttered,16,bug1,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,bug2,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,beacon_human_like,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,True,27.4576,27.4576,36,27.4576,0,0,0,0,0,27
cluttered,16,dstar_lite,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,27
cluttered,16,bug1,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,bug2,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,beacon_human_like,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,True,27.1061,27.1061,35,27.1061,0,0,0,0,0,27
cluttered,16,dstar_lite,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,27
cluttered,16,bug1,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,bug2,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,beacon_human_like,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,True,27.4576,27.4576,36,27.4576,0,0,0,0,0,27
cluttered,16,dstar_lite,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,27
cluttered,16,bug1,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,bug2,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,beacon_human_like,friction_scale,0.7,0.25,1.0,1.0,0.7,1.0,1.0,True,27.4576,27.4576,36,27.4576,0,0,0,0,0,27
cluttered,16,dstar_lite,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,27
cluttered,16,bug1,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,bug2,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,beacon_human_like,friction_scale,1.3,0.25,1.0,1.0,1.3,1.0,1.0,True,27.4576,27.4576,36,27.4576,0,0,0,0,0,27
cluttered,16,dstar_lite,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,27
cluttered,16,bug1,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,bug2,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,beacon_human_like,energy_weight,0.5,0.25,1.0,1.0,1.0,0.5,1.0,True,27.4576,27.4576,36,27.4576,0,0,0,0,0,27
cluttered,16,dstar_lite,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,27
cluttered,16,bug1,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,bug2,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,27
cluttered,16,beacon_human_like,energy_weight,1.5,0.25,1.0,1.0,1.0,1.5,1.0,True,27.4576,27.4576,36,27.4576,0,0,0,0,0,27
cluttered,16,dstar_lite,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,19
cluttered,16,bug1,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,True,27.799,27.799,22,27.799,0,0,0,0,0,19
cluttered,16,bug2,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,False,0.0,0.0,0,0.0,0,0,0,0,0,19
cluttered,16,beacon_human_like,obstacle_count_scale,0.7,0.25,1.0,1.0,1.0,1.0,0.7,True,27.1061,27.1061,35,27.1061,0,0,0,0,0,19
cluttered,16,dstar_lite,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,True,26.0416,26.0416,19,26.0416,1,0,0,0,0,35
cluttered,16,bug1,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,False,0.0,0.0,0,0.0,0,0,0,0,0,35
cluttered,16,bug2,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,False,0.0,0.0,0,0.0,0,0,0,0,0,35
cluttered,16,beacon_human_like,obstacle_count_scale,1.3,0.25,1.0,1.0,1.0,1.0,1.3,True,28.8032,28.8032,37,28.8032,0,0,0,0,0,35
dense_barrier,17,dstar_lite,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,True,22.3137,22.3137,19,22.3137,3,0,0,0,0,37
dense_barrier,17,bug1,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,bug2,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,beacon_human_like,baseline,baseline,0.25,1.0,1.0,1.0,1.0,1.0,True,22.8684,22.8684,34,22.8684,0,0,0,0,0,37
dense_barrier,17,dstar_lite,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,True,22.3137,22.3137,19,22.3137,3,0,0,0,0,37
dense_barrier,17,bug1,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,bug2,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,beacon_human_like,robot_radius,0.15,0.15,1.0,1.0,1.0,1.0,1.0,True,22.5169,22.5169,33,22.5169,0,0,0,0,0,37
dense_barrier,17,dstar_lite,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,True,22.8995,22.8995,20,22.8995,10,0,0,0,0,37
dense_barrier,17,bug1,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,bug2,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,beacon_human_like,robot_radius,0.45,0.45,1.0,1.0,1.0,1.0,1.0,True,22.8684,22.8684,34,22.8684,0,0,0,0,0,37
dense_barrier,17,dstar_lite,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,True,22.3137,22.3137,19,22.3137,3,0,0,0,0,37
dense_barrier,17,bug1,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,bug2,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,beacon_human_like,obstacle_density_scale,0.7,0.25,0.7,1.0,1.0,1.0,1.0,True,22.8684,22.8684,34,22.8684,0,0,0,0,0,37
dense_barrier,17,dstar_lite,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,True,22.3137,22.3137,19,22.3137,3,0,0,0,0,37
dense_barrier,17,bug1,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,bug2,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,beacon_human_like,obstacle_density_scale,1.4,0.25,1.4,1.0,1.0,1.0,1.0,True,22.8684,22.8684,34,22.8684,0,0,0,0,0,37
dense_barrier,17,dstar_lite,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,True,22.3137,22.3137,19,22.3137,3,0,0,0,0,37
dense_barrier,17,bug1,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,bug2,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,beacon_human_like,obstacle_size_scale,0.75,0.25,1.0,0.75,1.0,1.0,1.0,True,22.5169,22.5169,33,22.5169,0,0,0,0,0,37
dense_barrier,17,dstar_lite,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,True,22.8995,22.8995,20,22.8995,10,0,0,0,0,37
dense_barrier,17,bug1,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
dense_barrier,17,bug2,obstacle_size_scale,1.35,0.25,1.0,1.35,1.0,1.0,1.0,False,0.0,0.0,0,0.0,0,0,0,0,0,37
