Bug1 Simulation Log
Scene: 000   Date: 2026-04-14 19:06:44
======================================================================

Family: sparse
Result: SUCCESS  (67 steps)
--------------------------------------------------
  step    0 | (1.7785, 4.5556) | start
  step    1 | (1.7785, 4.5556) | sensed obstacle(s) [11]
  step    2 | (1.8025, 4.4899) | goal mode
  step    3 | (1.8264, 4.4241) | goal mode
  step    4 | (1.8504, 4.3583) | goal mode
  step    5 | (1.8744, 4.2926) | goal mode
  step    6 | (1.8983, 4.2268) | goal mode
  step    7 | (1.9223, 4.1610) | goal mode
  step    8 | (1.9463, 4.0953) | goal mode
  step    9 | (1.9702, 4.0295) | goal mode
  step   10 | (1.9942, 3.9637) | goal mode
  step   11 | (2.0182, 3.8979) | goal mode
  step   12 | (2.0421, 3.8322) | goal mode
  step   13 | (2.0661, 3.7664) | goal mode
  step   14 | (2.0661, 3.7664) | sensed obstacle(s) [2]
  step   15 | (2.0900, 3.7006) | goal mode
  step   16 | (2.1140, 3.6349) | goal mode
  step   17 | (2.1380, 3.5691) | goal mode
  step   18 | (2.1619, 3.5033) | goal mode
  step   19 | (2.1859, 3.4375) | goal mode
  step   20 | (2.2099, 3.3718) | goal mode
  step   21 | (2.2338, 3.3060) | goal mode
  step   22 | (2.2578, 3.2402) | goal mode
  step   23 | (2.2818, 3.1745) | goal mode
  step   24 | (2.3057, 3.1087) | goal mode
  step   25 | (2.3297, 3.0429) | goal mode
  step   26 | (2.3537, 2.9772) | goal mode
  step   27 | (2.3776, 2.9114) | goal mode
  step   28 | (2.4016, 2.8456) | goal mode
  step   29 | (2.4255, 2.7798) | goal mode
  step   30 | (2.4495, 2.7141) | goal mode
  step   31 | (2.4735, 2.6483) | goal mode
  step   32 | (2.4974, 2.5825) | goal mode
  step   33 | (2.4974, 2.5825) | sensed obstacle(s) [5]
  step   34 | (2.5214, 2.5168) | goal mode
  step   35 | (2.5454, 2.4510) | goal mode
  step   36 | (2.5693, 2.3852) | goal mode
  step   37 | (2.5933, 2.3195) | goal mode
  step   38 | (2.6173, 2.2537) | goal mode
  step   39 | (2.6412, 2.1879) | goal mode
  step   40 | (2.6412, 2.1879) | sensed obstacle(s) [10]
  step   41 | (2.6652, 2.1221) | goal mode
  step   42 | (2.6892, 2.0564) | goal mode
  step   43 | (2.7131, 1.9906) | goal mode
  step   44 | (2.7371, 1.9248) | goal mode
  step   45 | (2.7610, 1.8591) | goal mode
  step   46 | (2.7850, 1.7933) | goal mode
  step   47 | (2.8090, 1.7275) | goal mode
  step   48 | (2.8329, 1.6618) | goal mode
  step   49 | (2.8569, 1.5960) | goal mode
  step   50 | (2.8809, 1.5302) | goal mode
  step   51 | (2.9048, 1.4644) | goal mode
  step   52 | (2.9288, 1.3987) | goal mode
  step   53 | (2.9528, 1.3329) | goal mode
  step   54 | (2.9767, 1.2671) | goal mode
  step   55 | (3.0007, 1.2014) | goal mode
  step   56 | (3.0247, 1.1356) | goal mode
  step   57 | (3.0486, 1.0698) | goal mode
  step   58 | (3.0726, 1.0041) | goal mode
  step   59 | (3.0965, 0.9383) | goal mode
  step   60 | (3.1205, 0.8725) | goal mode
  step   61 | (3.1445, 0.8067) | goal mode
  step   62 | (3.1684, 0.7410) | goal mode
  step   63 | (3.1924, 0.6752) | goal mode
  step   64 | (3.2164, 0.6094) | goal mode
  step   65 | (3.2403, 0.5437) | goal mode
  step   66 | (3.2484, 0.5216) | goal reached

Family: cluttered
Result: SUCCESS  (101 steps)
--------------------------------------------------
  step    0 | (1.7785, 4.5556) | start
  step    1 | (1.7785, 4.5556) | sensed obstacle(s) [11]
  step    2 | (1.8025, 4.4899) | goal mode
  step    3 | (1.8025, 4.4899) | sensed obstacle(s) [29, 35]
  step    4 | (1.8264, 4.4241) | goal mode
  step    5 | (1.8504, 4.3583) | goal mode
  step    6 | (1.8744, 4.2926) | goal mode
  step    7 | (1.8983, 4.2268) | goal mode
  step    8 | (1.9223, 4.1610) | goal mode
  step    9 | (1.9463, 4.0953) | goal mode
  step   10 | (1.9702, 4.0295) | goal mode
  step   11 | (1.9702, 4.0295) | obstacle hit - switching to boundary mode
  step   12 | (2.0360, 4.0534) | boundary mode
  step   13 | (2.1018, 4.0774) | boundary mode
  step   14 | (2.1707, 4.0896) | boundary mode
  step   15 | (2.1707, 4.0896) | sensed obstacle(s) [15]
  step   16 | (2.2407, 4.0896) | boundary mode
  step   17 | (2.3096, 4.0775) | boundary mode
  step   18 | (2.3703, 4.0425) | boundary mode
  step   19 | (2.4309, 4.0075) | boundary mode
  step   20 | (2.4759, 3.9539) | boundary mode
  step   21 | (2.5109, 3.8933) | boundary mode
  step   22 | (2.5349, 3.8275) | boundary mode
  step   23 | (2.5471, 3.7586) | boundary mode
  step   24 | (2.6129, 3.7826) | boundary mode
  step   25 | (2.6665, 3.8276) | boundary mode
  step   26 | (2.6665, 3.8276) | sensed obstacle(s) [18]
  step   27 | (2.7322, 3.8515) | boundary mode
  step   28 | (2.8012, 3.8637) | boundary mode
