SCHOLAR Simulation Log
Scene: 030   Date: 2026-04-17 16:15:26
======================================================================

Family: sparse
Result: SUCCESS  (133 steps)
--------------------------------------------------
  step    0 | (1.6876, 0.8205) | start
  step    1 | (1.6834, 0.8603) | goal mode: moving directly toward goal
  step    2 | (1.6791, 0.9000) | goal mode: moving directly toward goal
  step    3 | (1.6748, 0.9398) | goal mode: moving directly toward goal
  step    4 | (1.6705, 0.9796) | goal mode: moving directly toward goal
  step    5 | (1.6662, 1.0193) | goal mode: moving directly toward goal
  step    6 | (1.6620, 1.0591) | goal mode: moving directly toward goal
  step    7 | (1.6577, 1.0989) | goal mode: moving directly toward goal
  step    8 | (1.6534, 1.1387) | goal mode: moving directly toward goal
  step    9 | (1.6491, 1.1784) | goal mode: moving directly toward goal
  step   10 | (1.6449, 1.2182) | goal mode: moving directly toward goal
  step   11 | (1.6406, 1.2580) | goal mode: moving directly toward goal
  step   12 | (1.6363, 1.2977) | goal mode: moving directly toward goal
  step   13 | (1.6320, 1.3375) | goal mode: moving directly toward goal
  step   14 | (1.6277, 1.3773) | goal mode: moving directly toward goal
  step   15 | (1.6235, 1.4170) | goal mode: moving directly toward goal
  step   16 | (1.6192, 1.4568) | goal mode: moving directly toward goal
  step   17 | (1.6149, 1.4966) | goal mode: moving directly toward goal
  step   18 | (1.6106, 1.5364) | goal mode: moving directly toward goal
  step   19 | (1.6063, 1.5761) | goal mode: moving directly toward goal
  step   20 | (1.6021, 1.6159) | goal mode: moving directly toward goal
  step   21 | (1.6021, 1.6159) | sensed obstacle(s) [10]; frontiers=44
  step   22 | (1.5978, 1.6557) | goal mode: moving directly toward goal
  step   23 | (1.5935, 1.6954) | goal mode: moving directly toward goal
  step   24 | (1.5892, 1.7352) | goal mode: moving directly toward goal
  step   25 | (1.5849, 1.7750) | goal mode: moving directly toward goal
  step   26 | (1.5807, 1.8148) | goal mode: moving directly toward goal
  step   27 | (1.5764, 1.8545) | goal mode: moving directly toward goal
  step   28 | (1.5721, 1.8943) | CIBP replan: boundary→avoid for obs 10
  step   29 | (1.5678, 1.9341) | goal mode: moving directly toward goal
  step   30 | (1.5678, 1.9341) | boundary mode: entered near obs 10 (not_movable, P_safe=0.14)
  step   31 | (1.5279, 1.9368) | boundary mode: following obs 10 (not_movable)
  step   32 | (1.4895, 1.9256) | boundary mode: following obs 10 (not_movable)
  step   33 | (1.4511, 1.9145) | boundary mode: following obs 10 (not_movable)
  step   34 | (1.4112, 1.9172) | boundary mode: following obs 10 (not_movable)
  step   35 | (1.3714, 1.9129) | boundary mode: following obs 10 (not_movable)
  step   36 | (1.3326, 1.9225) | boundary mode: following obs 10 (not_movable)
  step   37 | (1.2937, 1.9321) | boundary mode: following obs 10 (not_movable)
  step   38 | (1.2571, 1.9483) | boundary mode: following obs 10 (not_movable)
  step   39 | (1.2206, 1.9644) | boundary mode: following obs 10 (not_movable)
  step   40 | (1.1873, 1.9867) | boundary mode: following obs 10 (not_movable)
  step   41 | (1.1585, 2.0144) | boundary mode: following obs 10 (not_movable)
  step   42 | (1.1297, 2.0422) | boundary mode: following obs 10 (not_movable)
  step   43 | (1.1061, 2.0745) | boundary mode: following obs 10 (not_movable)
  step   44 | (1.1061, 2.0745) | sensed obstacle(s) [2]; frontiers=26
  step   45 | (1.0825, 2.1068) | boundary mode: following obs 10 (not_movable)
  step   46 | (1.0713, 2.1452) | boundary mode: following obs 10 (not_movable)
  step   47 | (1.0537, 2.1811) | boundary mode: following obs 10 (not_movable)
  step   48 | (1.0494, 2.2209) | boundary mode: following obs 10 (not_movable)
  step   49 | (1.0452, 2.2606) | boundary mode: following obs 10 (not_movable)
  step   50 | (1.0479, 2.3005) | boundary mode: following obs 10 (not_movable)
  step   51 | (1.0479, 2.3005) | boundary mode: direct path clear — leaving obs 10
  step   52 | (1.0514, 2.3404) | goal mode: moving directly toward goal
  step   53 | (1.0550, 2.3802) | goal mode: moving directly toward goal
  step   54 | (1.0550, 2.3802) | boundary mode: entered near obs 10 (not_movable, P_safe=0.40)
  step   55 | (1.0321, 2.4130) | boundary mode: following obs 10 (not_movable)
  step   56 | (1.0352, 2.4140) | CIBP replan: boundary→avoid for obs 2
  step   57 | (1.0352, 2.4140) | boundary mode: entered near obs 2 (movable, P_safe=0.88)
  step   58 | (0.9954, 2.4110) | boundary mode: following obs 2 (movable)
  step   59 | (0.9555, 2.4080) | boundary mode: following obs 2 (movable)
  step   60 | (0.9157, 2.4119) | boundary mode: following obs 2 (movable)
  step   61 | (0.8771, 2.4227) | boundary mode: following obs 2 (movable)
  step   62 | (0.8386, 2.4335) | boundary mode: following obs 2 (movable)
  step   63 | (0.8001, 2.4443) | boundary mode: following obs 2 (movable)
  step   64 | (0.7641, 2.4616) | boundary mode: following obs 2 (movable)
  step   65 | (0.7280, 2.4789) | boundary mode: following obs 2 (movable)
  step   66 | (0.6919, 2.4962) | boundary mode: following obs 2 (movable)
  step   67 | (0.6594, 2.5195) | boundary mode: following obs 2 (movable)
  step   68 | (0.6269, 2.5428) | boundary mode: following obs 2 (movable)
  step   69 | (0.5990, 2.5714) | boundary mode: following obs 2 (movable)
  step   70 | (0.5710, 2.6000) | boundary mode: following obs 2 (movable)
  step   71 | (0.5484, 2.6330) | boundary mode: following obs 2 (movable)
  step   72 | (0.5258, 2.6661) | boundary mode: following obs 2 (movable)
  step   73 | (0.5033, 2.6991) | boundary mode: following obs 2 (movable)
  step   74 | (0.4868, 2.7355) | boundary mode: following obs 2 (movable)
  step   75 | (0.4703, 2.7720) | boundary mode: following obs 2 (movable)
  step   76 | (0.4604, 2.8107) | boundary mode: following obs 2 (movable)
  step   77 | (0.4504, 2.8495) | boundary mode: following obs 2 (movable)
  step   78 | (0.4405, 2.8882) | boundary mode: following obs 2 (movable)
  step   79 | (0.4375, 2.9281) | boundary mode: following obs 2 (movable)
  step   80 | (0.4345, 2.9680) | boundary mode: following obs 2 (movable)
  step   81 | (0.4314, 3.0079) | boundary mode: following obs 2 (movable)
  step   82 | (0.4354, 3.0477) | boundary mode: following obs 2 (movable)
  step   83 | (0.4461, 3.0862) | boundary mode: following obs 2 (movable)
  step   84 | (0.4569, 3.1247) | boundary mode: following obs 2 (movable)
  step   85 | (0.4677, 3.1632) | boundary mode: following obs 2 (movable)
  step   86 | (0.4850, 3.1993) | boundary mode: following obs 2 (movable)
  step   87 | (0.4850, 3.1993) | boundary mode: direct path clear — leaving obs 2
  step   88 | (0.5031, 3.2350) | goal mode: moving directly toward goal
  step   89 | (0.5211, 3.2707) | goal mode: moving directly toward goal
  step   90 | (0.5391, 3.3064) | goal mode: moving directly toward goal
  step   91 | (0.5572, 3.3421) | goal mode: moving directly toward goal
  step   92 | (0.5752, 3.3778) | goal mode: moving directly toward goal
  step   93 | (0.5933, 3.4135) | goal mode: moving directly toward goal
  step   94 | (0.6113, 3.4492) | goal mode: moving directly toward goal
  step   95 | (0.6294, 3.4849) | goal mode: moving directly toward goal
  step   96 | (0.6474, 3.5206) | goal mode: moving directly toward goal
  step   97 | (0.6654, 3.5563) | goal mode: moving directly toward goal
  step   98 | (0.6835, 3.5920) | goal mode: moving directly toward goal
  step   99 | (0.7015, 3.6277) | goal mode: moving directly toward goal
  step  100 | (0.7196, 3.6634) | goal mode: moving directly toward goal
  step  101 | (0.7376, 3.6991) | goal mode: moving directly toward goal
  step  102 | (0.7556, 3.7348) | goal mode: moving directly toward goal
  step  103 | (0.7737, 3.7705) | goal mode: moving directly toward goal
  step  104 | (0.7917, 3.8062) | goal mode: moving directly toward goal
  step  105 | (0.8098, 3.8419) | goal mode: moving directly toward goal
  step  106 | (0.8278, 3.8776) | goal mode: moving directly toward goal
  step  107 | (0.8458, 3.9133) | goal mode: moving directly toward goal
  step  108 | (0.8639, 3.9490) | goal mode: moving directly toward goal
  step  109 | (0.8819, 3.9847) | goal mode: moving directly toward goal
  step  110 | (0.9000, 4.0204) | goal mode: moving directly toward goal
  step  111 | (0.9180, 4.0561) | goal mode: moving directly toward goal
  step  112 | (0.9361, 4.0918) | goal mode: moving directly toward goal
  step  113 | (0.9361, 4.0918) | sensed obstacle(s) [8]; frontiers=45
  step  114 | (0.9541, 4.1275) | goal mode: moving directly toward goal
  step  115 | (0.9721, 4.1632) | goal mode: moving directly toward goal
  step  116 | (0.9902, 4.1989) | goal mode: moving directly toward goal
  step  117 | (1.0082, 4.2346) | goal mode: moving directly toward goal
  step  118 | (1.0263, 4.2703) | goal mode: moving directly toward goal
  step  119 | (1.0443, 4.3060) | goal mode: moving directly toward goal
  step  120 | (1.0623, 4.3417) | goal mode: moving directly toward goal
  step  121 | (1.0804, 4.3774) | goal mode: moving directly toward goal
  step  122 | (1.0984, 4.4131) | goal mode: moving directly toward goal
  step  123 | (1.1165, 4.4488) | goal mode: moving directly toward goal
  step  124 | (1.1345, 4.4845) | goal mode: moving directly toward goal
  step  125 | (1.1525, 4.5202) | goal mode: moving directly toward goal
  step  126 | (1.1706, 4.5559) | goal mode: moving directly toward goal
  step  127 | (1.1886, 4.5916) | goal mode: moving directly toward goal
  step  128 | (1.2067, 4.6273) | goal mode: moving directly toward goal
  step  129 | (1.2247, 4.6630) | goal mode: moving directly toward goal
  step  130 | (1.2428, 4.6987) | goal mode: moving directly toward goal
  step  131 | (1.2608, 4.7344) | goal mode: moving directly toward goal
  step  132 | (1.2655, 4.7437) | goal reached

Family: cluttered
Result: SUCCESS  (168 steps)
--------------------------------------------------
  step    0 | (1.6876, 0.8205) | start
  step    1 | (1.6876, 0.8205) | sensed obstacle(s) [19, 21]; frontiers=37
  step    2 | (1.6834, 0.8603) | goal mode: moving directly toward goal
  step    3 | (1.6791, 0.9000) | goal mode: moving directly toward goal
  step    4 | (1.6748, 0.9398) | goal mode: moving directly toward goal
  step    5 | (1.6748, 0.9398) | sensed obstacle(s) [24]; frontiers=40
  step    6 | (1.6705, 0.9796) | goal mode: moving directly toward goal
  step    7 | (1.6662, 1.0193) | goal mode: moving directly toward goal
  step    8 | (1.6620, 1.0591) | goal mode: moving directly toward goal
  step    9 | (1.6577, 1.0989) | goal mode: moving directly toward goal
  step   10 | (1.6534, 1.1387) | goal mode: moving directly toward goal
  step   11 | (1.6491, 1.1784) | goal mode: moving directly toward goal
  step   12 | (1.6449, 1.2182) | CIBP replan: boundary→avoid for obs 24
  step   13 | (1.6406, 1.2580) | goal mode: moving directly toward goal
  step   14 | (1.6406, 1.2580) | boundary mode: entered near obs 24 (movable, P_safe=0.88)
  step   15 | (1.6021, 1.2468) | boundary mode: following obs 24 (movable)
  step   16 | (1.5624, 1.2426) | boundary mode: following obs 24 (movable)
  step   17 | (1.5225, 1.2453) | boundary mode: following obs 24 (movable)
  step   18 | (1.4826, 1.2479) | boundary mode: following obs 24 (movable)
  step   19 | (1.4437, 1.2575) | boundary mode: following obs 24 (movable)
  step   20 | (1.4049, 1.2671) | boundary mode: following obs 24 (movable)
  step   21 | (1.3683, 1.2833) | boundary mode: following obs 24 (movable)
  step   22 | (1.3317, 1.2995) | boundary mode: following obs 24 (movable)
  step   23 | (1.2985, 1.3218) | boundary mode: following obs 24 (movable)
  step   24 | (1.2985, 1.3218) | sensed obstacle(s) [32]; frontiers=15
  step   25 | (1.2697, 1.3495) | boundary mode: following obs 24 (movable)
  step   26 | (1.2408, 1.3772) | boundary mode: following obs 24 (movable)
  step   27 | (1.2172, 1.4095) | boundary mode: following obs 24 (movable)
  step   28 | (1.1936, 1.4418) | boundary mode: following obs 24 (movable)
  step   29 | (1.1760, 1.4777) | boundary mode: following obs 24 (movable)
  step   30 | (1.1584, 1.5136) | boundary mode: following obs 24 (movable)
  step   31 | (1.1473, 1.5520) | boundary mode: following obs 24 (movable)
  step   32 | (1.1430, 1.5918) | boundary mode: following obs 24 (movable)
  step   33 | (1.1046, 1.5807) | boundary mode: following obs 24 (movable)
  step   34 | (1.1065, 1.5834) | CIBP replan: boundary→avoid for obs 32
